1412217346.848312,0
1412217346.863556,0
1412217346.877379,0
1412217346.893616,0
1412217346.908783,0
1412217346.923526,0
1412217346.938091,0
1412217346.952989,0
1412217346.966847,0
1412217346.987837,0
1412217347.007992,0
1412217347.024422,0
1412217347.039733,0
1412217347.056719,0
1412217347.073736,0
1412217347.090245,0
1412217347.111664,0
1412217347.132957,0
1412217347.153153,0
1412217347.170942,0
1412217347.187678,0
1412217347.201543,0
1412217347.215924,0
1412217347.229748,0
1412217347.244144,0
1412217347.258786,0
1412217347.273858,0
1412217347.289254,0
1412217347.304370,0
1412217347.318176,0
1412217347.333077,0
1412217347.347588,0
1412217347.362186,0
1412217347.376117,0
1412217347.395156,0
1412217347.408498,0
1412217347.423817,0
1412217347.438716,0
1412217347.452722,0
1412217347.467542,0
1412217347.482205,0
1412217347.497211,0
1412217347.512172,0
1412217347.526887,0
1412217347.541553,0
1412217347.555438,0
1412217347.569957,0
1412217347.584822,0
1412217347.599464,0
1412217347.614159,0
1412217347.628220,0
1412217347.642863,0
1412217347.657545,0
1412217347.671414,0
1412217347.685917,0
1412217347.700045,0
1412217347.714971,0
1412217347.729164,0
1412217347.743003,0
1412217347.757912,0
1412217347.772253,0
1412217347.787751,0
1412217347.802097,0
1412217347.815965,0
1412217347.830451,0
1412217347.843948,0
1412217347.859461,0
1412217347.874140,0
1412217347.888985,0
1412217347.903254,0
1412217347.916968,0
1412217347.931998,0
1412217347.945531,0
1412217347.961684,0
1412217347.976269,0
1412217347.991814,0
1412217348.006891,0
1412217348.021771,0
1412217348.035566,0
1412217348.050165,0
1412217348.063960,0
1412217348.078144,0
1412217348.093429,0
1412217348.107275,0
1412217348.121955,0
1412217348.135752,0
1412217348.150810,0
1412217348.165120,0
1412217348.179055,0
1412217348.193471,0
1412217348.207384,0
1412217348.221260,0
1412217348.235356,0
1412217348.249270,0
1412217348.263315,0
1412217348.278149,0
1412217348.292645,0
1412217348.307013,0
1412217348.321602,0
1412217348.335578,0
1412217348.351431,0
1412217348.365045,0
1412217348.381124,0
1412217348.394888,0
1412217348.410386,0
1412217348.425520,0
1412217348.440369,0
1412217348.455048,0
1412217348.470159,0
1412217348.484181,0
1412217348.499412,0
1412217348.514202,0
1412217348.529362,0
1412217348.543584,0
1412217348.558201,0
1412217348.572792,0
1412217348.587309,0
1412217348.602103,0
1412217348.616669,0
1412217348.631216,0
1412217348.646197,0
1412217348.660984,0
1412217348.676148,0
1412217348.689868,0
1412217348.703714,0
1412217348.717574,0
1412217348.732160,0
1412217348.745518,0
1412217348.760799,0
1412217348.773937,0
1412217348.788823,0
1412217348.803771,0
1412217348.817509,0
1412217348.831955,0
1412217348.847581,0
1412217348.861427,0
1412217348.875794,0
1412217348.890816,0
1412217348.904222,0
1412217348.918879,0
1412217348.933167,0
1412217348.947050,0
1412217348.961493,0
1412217348.975256,0
1412217348.990457,0
1412217349.005722,0
1412217349.025827,0
1412217349.045665,0
1412217349.066889,0
1412217349.087583,0
1412217349.110834,0
1412217349.131517,0
1412217349.152033,0
1412217349.170618,0
1412217349.187416,0
1412217349.208352,0
1412217349.229458,0
1412217349.245044,0
1412217349.262171,0
1412217349.277718,0
1412217349.293897,0
1412217349.311008,0
1412217349.327447,0
